,pearson correlation coefficient,rxnName,subsystem,p_value
r_0092,,6PP-IP5 depyrophosphorylation to IP6,Inositol phosphate metabolism,0.32073079167051743
r_1007,,sphingolipid long chain base kinase (sphinganine),Sphingolipid metabolism,0.1279249239337178
r_1071,,UDPglucose--hexose-1-phosphate uridylyltransferase,Galactose metabolism,0.08560867892552781
r_2299,,"delta3,delta2-enoyl-CoA isomerase (trans-2,cis-5-tetradecadienoyl-CoA)",Fatty acid degradation,0.15492901515228127
r_3234,,"DGPP phosphatase (1-18:0, 2-16:1), Golgi membrane",Glycerolipid metabolism,0.5491484185973617
r_2339,,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:1, 2-18:1), ER membrane",Glycerolipid metabolism,0.8486731953608958
r_4003,,"phosphatidylethanolamine (1-18:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_3336,,"PA kinase (1-16:0, 2-18:1), Golgi membrane",Glycerolipid metabolism,
r_2191,,hexanoate (n-C6:0) transport,"Transport [c, e]",0.614824102119932
r_2460,,"PI synthase (1-18:0, 2-18:1), ER membrane",Inositol phosphate metabolism,0.37200495070806117
r_3801,,"phosphatidate (1-16:0, 2-18:1) transport, ER membrane-Golgi membrane","Transport [erm, gm]",
r_3319,,"PC phospholipase A2 (1-18:1, 2-16:1), lipid particle",Glycerolipid metabolism,0.7585442099911841
r_0465,,glucosamine-6-phosphate deaminase,Amino sugar and nucleotide sugar metabolism,
r_3162,,"PI 4-P phosphatase (1-18:0, 2-16:1), ER membrane",Inositol phosphate metabolism,0.054948542307265064
r_1661,,ATP transport,"Transport [c, er]",
r_3728,,"lanosteryl oleate transport, ER membrane-lipid particle","Transport [erm, lp]",
r_1122,,ceramide-2' (sphinganine:n-C26:0OH) transport,"Transport [er, g]",
r_3668,,"H2O transport, cytoplasm-mitochondrial membrane","Transport [c, mm]",
r_1204,,L-isoleucine transport,"Transport [c, v]",0.9043662012406213
r_3956,,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1) transport, vacuolar membrane-cell envelope","Transport [vm, ce]",
r_2243,,acyl-CoA oxidase (cis-tetradec-7-enoyl-CoA),Fatty acid degradation,0.10332370894152419
r_2263,,2-enoyl-CoA hydratase (3-hydroxy-cis-octadec-9-enoyl-CoA),Fatty acid degradation,0.5109370941756067
r_3196,,"PI 4,5-P2 phosphatase (1-16:0, 2-18:1), cell envelope",Inositol phosphate metabolism,0.8783945971746178
r_1550,,(S)-3-methyl-2-oxopentanoate exchange,Exchange reaction,
r_2083,,tryptophol exchange,Exchange reaction,
r_1546,,(R)-lactate exchange,Exchange reaction,
r_3272,,"TAG lipase (1-18:0, 2-16:1, 3-16:0), lipid particle",Glycerolipid metabolism,0.6676614964173817
r_3475,,"IPC synthase (PI (1-18:1, 2-18:1) ceramide-2 (C26))",Sphingoglycolipid metabolism,0.41620343202427174
r_2412,,"diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:1), lipid particle",Glycerolipid metabolism,0.6186146065358185
r_2351,,"PA phosphatase (1-18:1, 2-18:1), ER membrane",Glycerolipid metabolism,0.17171030657326267
r_2532,,"cholinephosphotransferase (1-16:0, 2-18:1), ER membrane",Glycerophospholipid metabolism,0.6990898259785514
r_2880,,"PI 3-P 5-kinase (1-16:0, 2-18:1), vacuolar membrane",Inositol phosphate metabolism,0.43274928520550615
r_3263,,"zymosteryl ester hydrolase (18:1), cell envelope",Steroid biosynthesis,0.22554584874493125
r_0534,,hexokinase (D-glucose:ATP),Glycolysis / gluconeogenesis,0.20836619048886912
r_3298,,"DAG lipase (1-18:0, 2-16:1), lipid particle",Glycerolipid metabolism,0.7559234036572888
r_3827,,"phosphatidylethanolamine (1-18:0, 2-18:1) transport, Golgi membrane-ER membrane","Transport [erm, gm]",0.37569059077532435
r_3037,,"PC phospholipase B (1-18:1, 2-16:1), cell envelope",Glycerophospholipid metabolism,0.19826963744400306
r_2085,,tryptophol transport,"Transport [c, m]",
r_4035,,"triglyceride (1-18:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_3663,,"phosphate transport, cytoplasm-Golgi membrane","Transport [c, gm]",
r_1979,,O2 transport,"Transport [c, e]",
r_0854,,phenylpyruvate decarboxylase,Phenylalanine metabolism,0.7592830499896726
r_3991,,"phosphatidylcholine (1-18:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_3959,,"CMP transport, mitochondrion-mitochondrial membrane","Transport [m, mm]",0.9842764287019962
r_1794,,formate transport,"Transport [c, m]",
r_3330,,"PE phospholipase A2 (1-18:0, 2-18:1), lipid particle",Glycerolipid metabolism,0.3532373878828743
r_2877,,"PI 3-P 5-kinase (1-16:1, 2-16:1), vacuolar membrane",Inositol phosphate metabolism,0.2540112128561842
r_3882,,"phosphatidylcholine (1-16:1, 2-18:1) transport, ER membrane-cell envelope","Transport [ce, erm]",
r_3924,,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1) transport, cell envelope-ER membrane","Transport [ce, erm]",
r_3441,,"IPC synthase (PI (1-16:1, 2-18:1) ceramide-1 (C26))",Sphingoglycolipid metabolism,0.6207467034908561
r_3820,,"phosphatidyl-L-serine (1-18:1, 2-18:1) transport, ER membrane-Golgi membrane","Transport [erm, gm]",0.0997698488395789
r_1932,,mannan transport,"Transport [c, er]",
r_3839,,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) transport, ER membrane-vacuolar membrane","Transport [erm, vm]",
r_3850,,"phosphatidyl-L-serine (1-16:1, 2-18:1) transport, ER membrane-vacuolar membrane","Transport [erm, vm]",
r_3973,,"ergosterol ester transport, ER membrane-cytoplasm","Transport [c, erm]",
r_0032,,"3',5'-bisphosphate nucleotidase",Sulfur metabolism,0.5540204774056803
r_3606,,"sn-glycero-3-phosphocholine transport, cell envelope-cytoplasm","Transport [c, ce]",0.7417426427727234
r_3676,,"diglyceride (1-16:0, 2-18:1) transport, mitochondrial membrane-cytoplasm","Transport [c, mm]",
r_1860,,IPC transport,"Transport [er, g]",
r_1855,,IPC transport,"Transport [er, g]",
r_0937,,poylamine oxidase,Arginine and proline metabolism,0.43428404360679984
r_1911,,L-threonine exchange,Exchange reaction,
r_1916,,laurate exchange,Exchange reaction,
r_2344,,"PA phosphatase (1-16:0, 2-16:1), ER membrane",Glycerolipid metabolism,0.14277008993595391
r_2387,,"diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:0), ER membrane",Glycerolipid metabolism,0.8165215722863982
r_3490,,"IPC synthase (PI (1-18:0, 2-18:1) ceramide-3 (C26))",Sphingoglycolipid metabolism,0.2275955615551334
r_0768,,NAD synthase,Nicotinate and nicotinamide metabolism,0.24536235996010153
r_0986,,S-adenosyl-methionine delta-24-sterol-c-methyltransferase,Steroid biosynthesis,0.19540239796627504
r_3456,,"IPC synthase (PI (1-16:0, 2-18:1) ceramide-2' (C26))",Sphingoglycolipid metabolism,0.08254830446155897
r_3264,,"TAG lipase (1-16:0, 2-16:1, 3-16:0), lipid particle",Glycerolipid metabolism,0.22353949457030733
r_2847,,"phosphatidylinositol 4-kinase (1-18:1, 2-16:1), nucleus",Inositol phosphate metabolism,0.1225314549650486
r_1747,,diphosphate transport,"Transport [c, p]",
r_4570,,phosphoglycerate dehydrogenase,"Glycine, serine and threonine metabolism",
r_3160,,"PI 4-P phosphatase (1-16:0, 2-16:1), ER membrane",Inositol phosphate metabolism,0.9114665963549229
r_4539,,D-mannose 6-phosphate exchange,Exchange reaction,
r_0785,,nicotinate-nucleotide adenylyltransferase,Nicotinate and nicotinamide metabolism,0.9717784658394183
r_4214,,L-cysteinylglycine dipeptidase,Glutathione metabolism,0.7144288052907138
r_3210,,"PI 4,5-P2 phosphatase (1-18:0, 2-16:1), ER membrane",Inositol phosphate metabolism,0.8998349825737704
r_3233,,"DGPP phosphatase (1-16:1, 2-16:1), Golgi membrane",Glycerolipid metabolism,0.9413777553396195
r_1676,,ceramide transport,"Transport [er, g]",
r_4526,,O-phosphonatooxy-D-serine(2-) exchange,Exchange reaction,
r_3532,,"NADH transport, cytoplasm-ER membrane","Transport [c, erm]",
r_2415,,"diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:1), lipid particle",Glycerolipid metabolism,0.37184032928808447
r_2547,,"PGP phosphatase (1-16:1, 2-18:1), mitochondrial membrane",Glycerophospholipid metabolism,0.8079400544014262
r_4013,,"triglyceride (1-18:1, 2-18:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_4022,,"triglyceride (1-16:0, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_3498,,"IPC synthase (PI (1-18:0, 2-18:1) ceramide-4 (C24))",Sphingoglycolipid metabolism,0.14084533016103284
r_3909,,"phosphatidate (1-18:0, 2-18:1) transport, cell envelope-ER membrane","Transport [ce, erm]",
r_1638,,acetylcarnitine transport,"Transport [c, p]",
r_3816,,"phosphatidyl-L-serine (1-18:1, 2-16:1) transport, ER membrane-Golgi membrane","Transport [erm, gm]",0.33085172768338594
r_4232,,ATP:D-Gluconate 6-phosphotransferase,Pentose phosphate pathway,0.5352243860489914
r_2531,,"cholinephosphotransferase (1-18:1, 2-16:1), ER membrane",Glycerophospholipid metabolism,0.109601793210243
r_4582,,malate/beta-methylmalate synthase,Glyoxylate and dicarboxylate metabolism,
r_1759,,ergosterol transport,"Transport [c, lp]",
r_0253,,carnitine O-acetyltransferase,Carnitine metabolism,0.32196717618181014
r_4005,,"phosphatidylethanolamine transport, ER membrane-cytoplasm","Transport [c, erm]",
r_2486,,"PS decarboxylase (1-18:0, 2-18:1), vacuolar membrane",Glycerophospholipid metabolism,0.5951468898651594
r_3735,,"phosphatidylcholine (1-16:0, 2-18:1) transport, ER membrane-lipid particle","Transport [erm, lp]",
r_2100,,water exchange,Exchange reaction,
r_3143,,"PI 3-P phosphatase (1-18:1, 2-18:1), Golgi membrane",Inositol phosphate metabolism,0.2862808004385262
r_2406,,"diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:0), lipid particle",Glycerolipid metabolism,0.38004542283148357
r_3471,,"IPC synthase (PI (1-18:1, 2-16:1) ceramide-2 (C26))",Sphingoglycolipid metabolism,0.9076319298518992
r_0552,,hydrogen peroxide reductase (thioredoxin),Glutathione metabolism,0.9413869296624827
r_3202,,"PI 4,5-P2 phosphatase (1-18:0, 2-16:1), cytoplasm",Inositol phosphate metabolism,0.058923832242912116
r_3483,,"IPC synthase (PI (1-18:1, 2-18:1) ceramide-3 (C24))",Sphingoglycolipid metabolism,0.8931910563828489
r_4557,,UMP exchange,Exchange reaction,
r_2032,,pyrophosphate transport,"Transport [c, m]",
r_1905,,L-proline transport,"Transport [c, m]",
r_1996,,panthetheine 4'-phosphate transport,"Transport [c, m]",
r_2064,,thiamin phosphatase,Thiamine metabolism,0.6795476997532527
r_3996,,"phosphatidylcholine transport, ER membrane-cytoplasm","Transport [c, erm]",
r_0799,,nucleoside diphosphate kinase,Pyrimidine metabolism,0.13981811846908634
r_3445,,"IPC synthase (PI (1-16:1, 2-16:1) ceramide-2' (C24))",Sphingoglycolipid metabolism,0.3183491924304071
r_3759,,"phosphatidate (1-16:0, 2-16:1) transport, ER membrane-mitochondrial membrane","Transport [erm, mm]",
r_0481,,glutathione oxidoreductase,Glutathione metabolism,0.2156351883608188
r_3880,,"phosphatidylcholine (1-18:1, 2-16:1) transport, ER membrane-cell envelope","Transport [ce, erm]",
r_4015,,"triglyceride (1-16:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_1642,,"adenosine 3',5'-bisphosphate transport","Transport [c, m]",0.10775932522079631
r_1713,,D-glucosamine 6-phosphate uniport,"Transport [c, e]",
r_3316,,"PC phospholipase A2 (1-16:0, 2-16:1), lipid particle",Glycerolipid metabolism,0.29927120963835907
r_2863,,"PI 4-P 5-kinase (1-18:1, 2-16:1), nucleus",Inositol phosphate metabolism,0.3848254794968009
r_1619,,5'-nucleotidase (GMP),Purine metabolism,0.6012894352352153
r_2027,,pyridoxamine phosphatase,Vitamin b6 metabolism,
r_2291,,acetyl-CoA C-acyltransferase (cis-dec-3-enoyl-CoA),Fatty acid degradation,0.5030424696389729
r_3429,,"IPC synthase (PI (1-16:1, 2-16:1) ceramide-1 (C24))",Sphingoglycolipid metabolism,0.4202017087691653
r_1181,,isobutyl acetate transport,"Transport [c, e]",
r_0813,,O-acetylhomoserine (thiol)-lyase,Cysteine and methionine metabolism,0.24557201747833357
r_3947,,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1) transport, vacuolar membrane-Golgi membrane","Transport [vm, gm]",
r_4292,,4-Aminobutyraldehyde:NAD+ oxidoreductase,Arginine and proline metabolism,0.11075017335741491
r_3971,,ergosteryl palmitoleate [endoplasmic reticulum membrane] SLIME rxn,SLIME reaction,
r_3335,,"PA kinase (1-18:1, 2-16:1), Golgi membrane",Glycerolipid metabolism,
r_1748,,dolichol phosphate transport,"Transport [c, er]",
r_3653,,"carbon dioxide transport, cytoplasm-vacuolar membrane","Transport [c, vm]",
r_2379,,"diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:1), ER membrane",Glycerolipid metabolism,0.5986913767658755
r_4549,,N(alpha)-acetyl-L-methionine exchange,Exchange reaction,
r_2869,,"PI 4-P 5-kinase (1-16:1, 2-16:1), cell envelope",Inositol phosphate metabolism,0.10709488059502256
r_4581,,"(2R,3S)-3-methylmalate:NAD+ oxidoreductase","Valine, leucine and isoleucine metabolism",
r_2870,,"PI 4-P 5-kinase (1-18:0, 2-16:1), cell envelope",Inositol phosphate metabolism,0.4097893330501941
r_4509,,Ala-Leu exchange,Exchange reaction,
r_1146,,episterol transport,"Transport [c, e]",0.6067541184125331
r_1993,,palmitate exchange,Exchange reaction,
r_3072,,"PI phospholipase B (1-18:0, 2-16:1), cell envelope",Glycerophospholipid metabolism,0.423085621991682
r_3997,,"phosphatidylethanolamine (1-16:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_4575,,3-oxopropanoate carboxy-lyase,Alternate carbon metabolism,
r_4447,,carbamoyl phosphate nuclear transport via diffusion,"Transport [c, e]",
r_1605,,4-aminobenzoate transport,"Transport [c, e]",
r_3166,,"PI 4-P phosphatase (1-18:0, 2-18:1), ER membrane",Inositol phosphate metabolism,0.5586860274017027
r_3804,,"phosphatidate (1-18:1, 2-18:1) transport, ER membrane-Golgi membrane","Transport [erm, gm]",
r_3674,,"diglyceride (1-18:0, 2-16:1) transport, mitochondrial membrane-cytoplasm","Transport [c, mm]",
r_2374,,"diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:0), ER membrane",Glycerolipid metabolism,0.3543350536812996
r_2300,,"delta3,delta2-enoyl-CoA isomerase (trans-tetradec-3-enoyl-CoA)",Fatty acid degradation,0.1549290151522848
r_2378,,"diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:1), ER membrane",Glycerolipid metabolism,0.3643488117002267
r_3221,,"PI 3,5-P2 phosphatase (1-16:1, 2-18:1), vacuolar membrane",Inositol phosphate metabolism,0.6139928296417801
r_4599,,ion pseudoreaction,Growth,
r_1998,,PAP uniport,"Transport [c, e]",
r_3161,,"PI 4-P phosphatase (1-16:1, 2-16:1), ER membrane",Inositol phosphate metabolism,0.7437119056263557
r_4482,,L-alanine transport in via proton symport,"Transport [c, v]",
r_1681,,ceramide transport,"Transport [er, g]",
r_3853,,"phosphatidylethanolamine (1-16:0, 2-16:1) transport, vacuolar membrane-ER membrane","Transport [erm, vm]",
r_2473,,"PS decarboxylase (1-16:1, 2-16:1), Golgi membrane",Glycerophospholipid metabolism,0.09048076533564425
r_4474,,L-alanylglycine transport via proton antiport,"Transport [c, v]",
r_3265,,"TAG lipase (1-16:0, 2-16:1, 3-16:1), lipid particle",Glycerolipid metabolism,0.577616385110238
r_2459,,"PI synthase (1-16:1, 2-18:1), ER membrane",Inositol phosphate metabolism,0.6760208450536231
r_3529,,"NADPH transport, cytoplasm-ER membrane","Transport [c, erm]",
r_1170,,glycero-3-phosphocholine transport,"Transport [c, e]",0.13755714232600322
r_3990,,"phosphatidylcholine (1-18:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_4020,,"triglyceride (1-18:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_3822,,"phosphatidylethanolamine (1-16:1, 2-16:1) transport, Golgi membrane-ER membrane","Transport [erm, gm]",0.547676191798571
r_1678,,ceramide transport,"Transport [er, g]",
r_1080,,uridylate kinase (dUMP),Pyrimidine metabolism,0.7506816791768646
r_0803,,nucleoside diphosphate kinase,Pyrimidine metabolism,0.28056310597180123
r_2091,,urea exchange,Exchange reaction,
r_2397,,"diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:1), ER membrane",Glycerolipid metabolism,0.3786868676162636
r_2376,,"diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:1), ER membrane",Glycerolipid metabolism,0.11994270582637301
r_2858,,"phosphatidylinositol 3-kinase (1-18:0, 2-18:1), vacuolar membrane",Inositol phosphate metabolism,0.1523614657956852
r_4531,,carbamoyl phosphate exchange,Exchange reaction,
r_4472,,Ala-Leu transport via proton symport (cytosol to vacuole),"Transport [c, v]",
r_3219,,"PI 3,5-P2 phosphatase (1-18:1, 2-16:1), vacuolar membrane",Inositol phosphate metabolism,0.08021635453867373
r_2851,,"phosphatidylinositol 4-kinase (1-18:1, 2-18:1), nucleus",Inositol phosphate metabolism,0.08461038911511118
r_4021,,"triglyceride (1-18:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_3944,,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1) transport, vacuolar membrane-Golgi membrane","Transport [vm, gm]",
r_1055,,tryptophan synthase (indoleglycerol phosphate),"Phenylalanine, tyrosine and tryptophan biosynthesis",0.07310738866902218
r_3738,,"phosphatidylcholine (1-18:1, 2-18:1) transport, ER membrane-lipid particle","Transport [erm, lp]",
r_3499,,"IPC synthase (PI (1-18:1, 2-18:1) ceramide-4 (C24))",Sphingoglycolipid metabolism,0.7043203447589369
r_2881,,"PI 3-P 5-kinase (1-16:1, 2-18:1), vacuolar membrane",Inositol phosphate metabolism,0.2465374675957416
r_2444,,"CDP-diacylglycerol synthase (1-16:0, 2-18:1), mitochondrial membrane",Glycerophospholipid metabolism,0.8793507515163003
r_1547,,(R)-mevalonate exchange,Exchange reaction,
r_3339,,"PA kinase (1-18:1, 2-18:1), Golgi membrane",Glycerolipid metabolism,
r_2423,,"diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:0), lipid particle",Glycerolipid metabolism,0.13805240028773094
r_3494,,"IPC synthase (PI (1-18:0, 2-16:1) ceramide-4 (C24))",Sphingoglycolipid metabolism,0.3782695927504835
r_4006,,"triglyceride (1-16:0, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_2093,,valine transport,"Transport [c, m]",
r_3848,,"phosphatidyl-L-serine (1-18:1, 2-16:1) transport, ER membrane-vacuolar membrane","Transport [erm, vm]",
r_1816,,glyoxylate transport,"Transport [c, e]",0.34893787640672524
r_2225,,fatty acyl-CoA transport via ABC system (C20:0),"Transport [c, p]",0.12789286336920283
r_3841,,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-vacuolar membrane","Transport [erm, vm]",
r_0538,,histidinol-phosphate transaminase,Histidine metabolism,0.5093660523193589
r_3201,,"PI 4,5-P2 phosphatase (1-16:1, 2-16:1), cytoplasm",Inositol phosphate metabolism,0.16767435168753433
r_2535,,"cholinephosphotransferase (1-18:1, 2-18:1), ER membrane",Glycerophospholipid metabolism,0.874158376964154
r_2360,,"PA phosphatase (1-16:0, 2-16:1), Golgi membrane",Glycerolipid metabolism,0.5801066316234429
r_1549,,"(R,R)-2,3-butanediol exchange",Exchange reaction,
r_0483,,glutathione peridoxase,Glutathione metabolism,0.6324300947242392
r_0651,,IPS phospholipase C,Sphingolipid metabolism,0.5767430119034027
r_0007,,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,Histidine metabolism,0.7035046863057853
r_3480,,"IPC synthase (PI (1-16:0, 2-18:1) ceramide-3 (C24))",Sphingoglycolipid metabolism,0.49678689019853595
